number,title,url,state,response_time,ask_time,content
编号：251818,东莞东坑卓越公馆小区内无联通信号,http://wz.sun0769.com/political/politics/index?id=462683,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 10:38:47,东莞东坑卓越公馆小区内无联通信号，无法正常使用联通电话
编号：251835,一级水源契爷石水库水源污染,http://wz.sun0769.com/political/politics/index?id=462707,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 11:34:52,清溪镇一级水源契爷石水库被人承包养鱼，开放收费钓鱼，投放鸡粪喂鱼，严重影响饮用水源水质。
编号：251821,霸占免费停车位--厚街新城88商业街河边马路两边,http://wz.sun0769.com/political/politics/index?id=462687,状态：已受理,等待回复：27天21小时24分,发布日期2020-07-01 10:41:37,"厚街新城88商业街马路两边免费停车位,全部被商家用雪糕筒霸占,不消费就不让停,恶意驱赶.多次投诉无果.每天都看到一个非常好笑而讽刺的画面:交警每天早上8点多来抄牌,抄那些被商家驱赶没办法只能停马路边的车.然而,旁边一大片免费停车位都是空着的,全被雪糕筒占领.交警不管商家违法霸占停车位,却每天打卡抄牌那些弱小市民的车,乐此不疲.如问题一直存在无法解决,只能向更高level的地方投诉."
编号：251820,社保网站问题,http://wz.sun0769.com/political/politics/index?id=462685,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 10:40:22,东莞社保网站自今年以来问题多多，以前老是登录不上，但现在最大的问题是登录上以后（单位用户），我想导出单位的征缴明细基本都不行，每天都登录每次都不行。只能靠运气偶尔能导出。急需改善！
编号：251819,关于礼顿住宅小区的业主预交给广东尚佳物业管理有限公司的物业管理费、装修保证金和停车费退费一事,http://wz.sun0769.com/political/politics/index?id=462684,状态：已受理,等待回复：27天21小时21分,发布日期2020-07-01 10:39:40,政府的工作人员：您好！我是东莞市沙田镇轮渡路礼顿住宅小区的业主，是这样的，去年3-6月份左右，广东尚佳物业管理有限公司因涉黑被政府查封，此之前，我们礼顿住宅小区的业主有100多户因预交了1个月至3年不等的物业管理费、停车费、装修保证金等相关费用给广东尚佳物业管理有限公司，之后尚佳物业被政府查封，相关资金被银行冻结，后新来的物业因为没有收到相关的物业服务费用，要求我们业主重新缴纳相关物业服务费用，实在是不合乎情理、法理。而站在我们业主的角度来说，我们是已经交过一次费用了，是不应该让我们再重复交一次，而站在他们新的物业服务公司来说，他们也确实没有收到这笔费用、也是受害者。因此，这笔费用是不是应该退还给我们广大业主，毕竟你们政府扫黑，是不应该把市民正常缴费的费用给扫进政府的腰包，这事已经过去一年多了，政府、法院等司法部门也没给出一个合理的解释和处理方案，我们业主也经常收到物业公司的相关费用的催费电话，给我们业主造成了很大困扰，同时也增加了人家物业公司在催费这一块的人工成本，我们业主、物业双方都是受害者。因此，现我代表受害的全体业主向政府提出诉求，要求政府的司法部门尽快给出一个合理解释和处理方案，尽快把相关费用退还给我们广大业主，或者直接把相关费用退还给新的物业服务公司，这样新的物业服务公司就不会再因为这个事打电话来催费了，如不尽快处理，一直这样拖下去，我将采取我们其他100多户业主的处理意见和方案。
编号：251804,道路清扫车严重不作为,http://wz.sun0769.com/political/politics/index?id=462663,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 09:44:28,我们经常看到在平山附近的道路清扫车辆，在清扫道路的时候，搞得一条路到处都是灰尘。不仅不能起到任何的清扫作用，反倒搞得一条路灰尘扬天，行人避而远之，环卫车一经过，比大货车扬起的灰尘还严重。我们认真的看过很多次，车子的清洁刷只是在空转，根本没有起到任何的清扫吸收作用。塘厦很多的道路本身已经坑坑洼洼，沙石遍地，环卫车不但没有起到清扫作用，反倒搞得灰尘遍地。请改善一下清扫方式，请改善一下环卫车的工作方式，也请改善一下道路清扫的责任制度。还大家一个干净的道路，还大家一个清新的早晨。
编号：251797,南城恒大御景河边市政地方停车无人管理,http://wz.sun0769.com/political/politics/index?id=462659,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 09:22:21,恒大御景小区沿河边到小区门口之间的一大块空地，属于市政用地，不是小区的红线范围，目前这块地方无人管理，车辆乱停乱放现象非常严重，经常有人有意掰车牌、划车，非常糟糕。小区里车位比例不足，大部分业主没地方停车。建议政府要高度重视，管理此块地方，用作停车场，经营起来规范管理，解决小区业主需求。之前已经投诉过，但是没处理。
编号：251798,编号247669 滨海湾227路增加站点,http://wz.sun0769.com/political/politics/index?id=462658,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 09:15:51,随着坭头桥的开通，227路能否按照以前的路线来走，增加我所标记的来增加站点呢。谢谢
编号：251796,恒大御景白马中心路附近流动摊贩占道经营严重,http://wz.sun0769.com/political/politics/index?id=462661,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 09:28:59,南城恒大御景白马中心路附近流动摊贩占道经营严重，每天吆喝声噪音、地上垃圾多、十字路口交通严重堵塞等。8栋楼下一间烤吧烧烤味道臭气熏天，现在还经营售卖生家禽，污染太大，无证经营。希望政府能重视此处的管理，烤吧要尽快搬走，小区业主非常反感此处的糟乱差。
编号：251805,请为老百姓解决难题,http://wz.sun0769.com/political/politics/index?id=462664,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 09:50:01,尊敬的东莞市不动产登记中心：本人是桥头镇峰景台的一名业主。本来买房是一件高兴的事，但后来发现是独立小区。开发商销售承诺可以把入户花园封玻璃。现在到了办证这个环节，却说因为封了透明玻璃窗锁档案了。我们好无奈。装修报批和验收都是开发商和物业签名确认的。如果不封窗，灰尘，雨水，蚊虫，汽车噪音叫我们如何居住呢？前两年好多小区都可以封的，我们只是封了透明的玻璃，外观不改变。为什么不可以通融一下，为民办实事呢？东莞是包容的城市。希望各领导下来调研，听听我们的诉求。我们80多户人都是受害者。请为我们主持公道。谢谢
编号：251808,投诉桥头峰景台小区,http://wz.sun0769.com/political/politics/index?id=462667,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 09:58:32,尊敬的东莞市不动产登记中心：本人是桥头镇峰景台的一名业主。本来买房是一件高兴的事，但后来发现是独立小区。开发商销售承诺可以把入户花园封玻璃。现在到了办证这个环节，却说因为封了透明玻璃窗锁档案了。我们好无奈。装修报批和验收都是开发商和物业签名确认的。如果不封窗，灰尘，雨水，蚊虫，汽车噪音叫我们如何居住呢？前两年好多小区都可以封的，问什么不可以通融一下，为民办实事呢？希望各领导下来调研，听听我们的诉求。我们80多户人都是受害者。请为我们主持公道。谢谢
编号：251812,入户不能封窗吗，不封窗怎么住人,http://wz.sun0769.com/political/politics/index?id=462671,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 10:03:57,尊敬的东莞市不动产登记中心：本人是东莞市桥头镇峰景台的一名业主。本来买房是一件高兴的事，但后来发现是独立小区，买房时开发商的销售人员带我们看的样办房全部都是把入户做了封窗的，开发商销售也承诺可以把入户花园封玻璃，现在到了办证这个环节，却说因为封了透明玻璃窗锁档案了，不能办房产证，我们几十家业主都很无奈。装修报批和验收都是开发商和物业签名确认的。如果不封窗，灰尘，雨水，蚊虫，汽车噪音，包括入住后的安全问题如何保障，叫我们如何居住呢？为什么开发商在卖房子前不告知我们不能封窗呢，这样我们也不会买这个小区的房子了，现在辛苦几十年积攒下来的血汗钱全部压在这里了，还有几十年的银行贷款要还，装修也搞好了，开发商这种恶意欺诈行为请政府部门一定要为我们主持公道，希望各位政府部门领导下来调研，听听我们的诉求。我们80多户人都是受害者。请为我们主持公道。谢谢
编号：251806,2020年上半年已过去，自建房可以报建了吗？,http://wz.sun0769.com/political/politics/index?id=462662,状态：已受理,等待回复：27天19小时31分,发布日期2020-07-01 09:40:42,2020年上半年已过去，自建房可以报建了吗？
编号：251801,网约车驾驶员证报考难,http://wz.sun0769.com/political/politics/index?id=462655,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 08:40:34,网约车驾驶员证报考每天只有100名提交审核上限，100名里还包括新报考、补考预约，每天早上8点开通报名通道，两、三分钟名额就满了，报一个月都报不上，每天8点就要蹲在电脑边上，全东莞市那么多报考人员同时登录，网站拥堵，有时候进都进不了。为什么要设这样的限制？？？如果是因为报考人数太多，可以根据人数进行分批审批、分批考试，既然要网约车合法合规，为什么还要设置这样的障碍？一天只有两、三分钟的报名时间，这是为老百姓办事的效率吗？希望领导们能重视一下网约车司机的诉求，全天开通报名提交通道，再分时分批审核、分时分批安排考试
编号：251807,投诉桥头峰景台小区,http://wz.sun0769.com/political/politics/index?id=462665,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 09:56:33,尊敬的东莞市不动产登记中心：本人是桥头镇峰景台的一名业主。本来买房是一件高兴的事，但后来发现是独立小区。开发商销售承诺可以把入户花园封玻璃。现在到了办证这个环节，却说因为封了透明玻璃窗锁档案了。我们好无奈。装修报批和验收都是开发商和物业签名确认的。如果不封窗，灰尘，雨水，蚊虫，汽车噪音叫我们如何居住呢？前两年好多小区都可以封的，问什么不可以通融一下，为民办实事呢？希望各领导下来调研，听听我们的诉求。我们80多户人都是受害者。请为我们主持公道。谢谢
编号：251813,塘厦林村环村北路德洲城一期西大门对面工厂机器噪音扰民,http://wz.sun0769.com/political/politics/index?id=462672,状态：已受理,等待回复：27天21小时17分,发布日期2020-07-01 10:05:04,尊敬的市领导、塘厦镇环保局领导，塘厦林村环村北路德洲城一期西大门对面工厂机器噪音严重扰民（唯妮美科技隔壁工厂，见如下图指示），该工厂机器不间断的无固定频率的在每天晚上20:30到22:00之间，机器产生严重的低频噪音，响彻整个林村中心区与德洲城一期小区，该小区居住将近800户居民，林村中心区附近居住无数居民，该机器噪音会导致人的心跳加速，耳朵鼓膜震耳欲聋，经过该厂房时，需要捂着耳朵走，小孩跟老人根本无法忍受。德洲城一期多户居民在2020年6月将该噪音投诉到12345市长热线，夜间多次拨打110，也多次拨打了塘厦环保局热线电话0769-87724383，均回复白天调查未发现机器噪音，但是投诉的时候已经明确告知工作人员，厂房机器噪音都是在晚上20:00之后产生的，万望市政府及塘厦镇相关部门领导务必重视并马上解决，责令该工厂负责人整改，铲除该机器噪音。该片区原本就属于林村中心居住区，属于三旧改造片区，属于市政居民用地片区，周围有多家小学，幼儿园，居民小区，现已造成恶劣社会影响，请政府单位为民做主，紧急有效处理。
编号：251799,横沥新世纪华庭西门这条道路的路灯最近一直未开,http://wz.sun0769.com/political/politics/index?id=462657,状态：已受理,等待回复：27天20小时18分,发布日期2020-07-01 09:11:01,横沥新世纪华庭西门这条道路的路灯最近一直是关的，请问相关领导是什么情况？是不是要升级新的路灯在做准备还是坏了那些线路，停了好久一直没人处理，让很多人在夜间行走很不方便，希望相关领导尽快处理，谢谢！
编号：251800,乱开罚单,http://wz.sun0769.com/political/politics/index?id=462656,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 08:52:20,本人老公在石龙镇内开车，被被拦下查车，开始说出示行驶证和驾驶证老公均配合，后来指着后排的我怎么不系安全带，我立刻系上，老公说是在市内开车，下次注意了，执行交警让老公下车，后来过来开了张200元罚单，写着后排乘客未系安全带。后来遇见比较懂交通规则的朋友说，驾驶员没有系安全带罚50元，乘客没有系安全带20元。然后百度了交规确实这样写的。我想问下这样罚是不是不合理？如果不合理，怎么去申述。
编号：251815,东莞是否在07年开始有政策禁所有类型电动车？,http://wz.sun0769.com/political/politics/index?id=462680,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 10:33:07,今天上午在万达路口骑电动车被交警拦了，收获一个警告。原因是本人使用电动自行车。现场执法交警说07年东莞就开始禁止所有类型电动车上路，本人使用的国标电动车也在禁止范围内。这是东莞区域的法规。请问有这一条吗？是所有类型电动车，包括国标车都在禁止范围内？
编号：251816,投诉东莞市人民医院换药收费问题,http://wz.sun0769.com/political/politics/index?id=462681,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 10:35:28,6月29日，小朋友开水烫伤肚皮，当时去东莞市人民医院就诊，药品费用共143.8元，当天清洗换药费用108元。6月30日，换药，清洗换药费用128元后续还会换药几次，这个收费是不是太高了？
编号：251794,闹市街边污染企业制造毒气,http://wz.sun0769.com/political/politics/index?id=462649,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 04:05:16,位处凤岗镇雁田村镇田中路29号的宝达公司（大门标写该名）常年每天不定时喷漆作业，时致盛夏，空气浮躁，该企业一但作业，四周空气刺鼻刺眼，令人恶心胸闷气短，如此高污染的企业位处大街，近靠居民区，百多米处就是雁田小学，严重恶化了周边空气，严重损害着人民群众的身体健康，是极不和谐的存在。而且该公司厂房大部分位居建筑体二楼以上部分，厂房一楼是名丰鞋城等商业经营场所，这种混搭结构存在非常明显的消防安全隐患，基于消防环保，不知该企业有没有合法的相关生产经营许可证?还是非法违法的存在?希望凤岗镇的环保消防部门切实担起主体责任依法依规予以核实查处，还人民群众一个健康安全的生活环境。
编号：251809,榴花公园外围倒塌阻碍人行道什么时候处理,http://wz.sun0769.com/political/politics/index?id=462651,状态：已受理,等待回复：27天20小时19分,发布日期2020-07-01 08:18:05,榴花公园B出口至榴花公园路段围墙因上次暴雨围墙外倒姨一个多月，为何纸巾没交有维修？那里是每天很多人经过的人行道，严重阻碍通过，现在群众每天走到马路边或才到草坪边，草坪都才光了，而且存在安全隐患！！
编号：251790,地铁站鸿福路口，地铁里面乘客还没有走完，就关地铁闸门了,http://wz.sun0769.com/political/politics/index?id=462644,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 00:24:53,2020年6月30号晚11点44分左右，D安检口，我从里面出来，还没有到地铁站关门的时候。保安就来把门关了，看见有人还没出站，让他开一下，还在哪里口出狂言，我想问下，没有到规定时间就关门，是谁给他的权利。如果当时我要是没刚好撞见他，那不是我要在地铁里面过夜？出了事故谁负责？还有就是一个保安，提前关门，还出言威胁，是谁给他的权利？
编号：251810,东坑保利工地噪音,http://wz.sun0769.com/political/politics/index?id=462650,状态：已受理,等待回复：27天23小时54分,发布日期2020-07-01 06:02:45,东坑保利工地项每天没日没夜的运作，早上4点工人已开工，噪音非常大，严重影响附近居民正常生活和休息，希望有关部门尽快给予处理。
编号：251775,挖河涌建覆盖河涌，隐患重重,http://wz.sun0769.com/political/politics/index?id=462628,状态：已受理,等待回复：27天18小时17分,发布日期2020-06-30 21:25:48,中堂镇袁家涌村西亭篮球场旁有一个工程，工人说是挖3到4百米路建涵箱河涌，连接原来几百米已覆盖的河涌，这样加起来以后有成1公里覆盖河涌了，建这么长涵箱，如果小朋友落水怎样抢救，堵塞怎么修，这是水利局批准同意吗？原本有一条一百米长明渠河涌连通河涌的，由于村管理差，建路堵塞河涌，原来河涌又比群众填塞部分，原河涌有痕迹可寻，怎么不恢复100米河涌，任由违章建筑填塞河涌。而挖400米路建涵箱，水利局同意这样建吗？
编号：251792,店铺前面是属于公共区域还是各店铺私人区域,http://wz.sun0769.com/political/politics/index?id=462646,状态：已受理,等待回复：27天19小时35分,发布日期2020-07-01 00:33:23,万高路因重新铺路施工，这本是件造福百姓的事，但是由于施工期间路面还没有完全铺好，导致自行车通道与马路的差距有三十公分，这对于骑自行车很不方便，所以只能走旁边，但这家店铺的店主却用手拖车和自行车挡住通道，曰私人区域。而经常性的这里会有私家车停在这里，导致从高步方向过来只能在大马路上逆行，本因是造福百姓的事就因为挡路虎变得心惊胆颤。如此没有公德心，挡道还理直气壮，缺乏最基本的素质。
编号：251793,霸占3个停车位一年多的僵尸车 无人问津,http://wz.sun0769.com/political/politics/index?id=462647,状态：已受理,等待回复：27天18小时31分,发布日期2020-07-01 00:41:59,霸占3个停车位一年多的僵尸车无人问津。本来停车位就紧张，还霸几个车位。草都长起来了。地址:樟木头镇圩镇社区南城大道83号联尚装饰门口。
编号：251803,东莞到处路况太差，隔壁镇竟然走了2个小时,http://wz.sun0769.com/political/politics/index?id=462653,状态：待处理,等待处理：27天9小时26分,发布日期2020-07-01 08:27:36,长安振安路与中山路无红绿灯，经常堵车，振安路长安轻轨站断头路，莞长路每天都堵车，大岭山横镇东路坑坑洼洼，经常堵车，就隔壁镇长安到大岭山竟然要走2个小时，才22公里，交通局领导不应该干点实事吗，到处堵车！
编号：251781,关于线路调整延长站点,http://wz.sun0769.com/political/politics/index?id=462634,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 22:17:59,能否将225路起讫站由道滘车站改为东莞西站，取消西部干道的沿途站点，直接经水乡大道到达东莞西站，方便市民换乘穗深城际
编号：251776,强烈投诉取消石龙镇公交站站点,http://wz.sun0769.com/political/politics/index?id=462629,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 21:38:29,强烈投诉取消石龙镇公交站上落站点，取消停靠原因是什么？强烈不满反对，有经过市民同意吗？石龙公汽运营十多年从未取消，凭什么接手就取消？
编号：251784,水朗公寓土地调控规进度如何？,http://wz.sun0769.com/political/politics/index?id=462637,状态：已受理,等待回复：27天19小时48分,发布日期2020-06-30 22:40:46,水朗公寓土地调控规进度如何？能不能详细说明一下，希望能早日入住，村民们都盼望安家乐业。谢谢
编号：251782,自建房几月份审批报建,http://wz.sun0769.com/political/politics/index?id=462635,状态：已受理,等待回复：27天19小时28分,发布日期2020-06-30 22:19:02,你好！贵局领导班子，《办法》政策修定有半年了何时才能修定好？上半年已过去，贵局叫我届时留意了市政府网站，我也没有看到有关可以报建审批消息，请问7月份能不能审批报建？为何一户一宅家中5口人重建个房子都这么难。
编号：251786,二手房评估费问题,http://wz.sun0769.com/political/politics/index?id=462639,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 23:20:56,二手房银行评估费收合理吗？还按百分之0.5收。中介费还收3个点
